company,status,analyst report,rating,industry,platform,Valuation / Cap,security type,momentum,amount raised,start date,close date,annual revenue,revenue multiple,investors,average daily raise,min investment,reg type,minority founders,Women Founders,lgbtq founders,social impact,state
LocusView,Funded,No Report,-,Real Estate & Construction,OurCrowd,"$80,000,000 ",Equity - Common,-,-,2/24/2019,5/30/2019,-,-,-,-,"$10,000 ",RegD 506c,-,-,-,-,Illinois
Subziwalla,Funded,No Report,-,"Food, Beverage, & Restaurants",SeedInvest,"$2,500,000 ",Equity - Preferred,Closed,"$90,261 ",2/22/2019,4/8/2019,-,-,-,"$2,006 ","$1,000 ",RegCF,-,-,-,-,Georgia
That's Eatertainment,Funded,No Report,-,"Media, Entertainment & Publishing",StartEngine,"$19,080,222 ",Equity - Common,Closed,"$95,314 ",2/21/2019,7/3/2019,-,-,126,$722 ,$250 ,RegCF,-,-,-,-,Arizona
Jet Token,Funded,No Report,-,"Transportation, Automotive, Aviation, & Aerospace",StartEngine,"$5,508,000 ",Equity - Preferred,Closed,"$1,069,987 ",2/20/2019,7/8/2019,-,-,"3,820","$7,754 ",$100 ,RegCF,-,-,-,-,New York
MySwimPro,Funded,Top Deal,-,Fitness & Wellness,Wefunder,"$10,000,000 ",SAFE,Closed,"$599,276 ",2/19/2019,4/3/2019,-,-,346,"$13,937 ",$500 ,RegCF,-,-,-,-,Michigan
Chareau,Funded,No Report,-,"Alcohol, Tobacco, & Recreational Drugs",Wefunder,"$6,510,000 ",Equity - Common,Closed,"$518,214 ",2/19/2019,3/28/2019,-,-,324,"$14,006 ",$500 ,RegCF,-,-,-,-,California
Carmelo's,Funded,No Report,-,"Food, Beverage, & Restaurants",NextSeed,-,Revenue Share,Closed,"$276,100 ",2/15/2019,4/30/2019,-,-,321,"$3,731 ",$100 ,RegCF,-,-,-,-,Texas
OddFellows Ice Cream,Funded,No Report,-,"Food, Beverage, & Restaurants",SeedInvest,"$9,000,000 ",Equity - Preferred,Closed,"$363,505 ",2/15/2019,4/1/2019,-,-,-,"$8,078 ","$1,000 ",RegCF,-,-,-,-,New York
"Density 2, a Series of Jason’s Syndicate",Funded,No Report,-,"Business Services, Software, & Applications",The Syndicate,-,Equity - Common,-,-,2/15/2019,2/19/2019,-,-,-,-,"$2,000 ",RegD 506b,-,-,-,-,Utah
Hyperspace,Funded,No Report,-,"Media, Entertainment & Publishing",Wefunder,"$5,000,000 ",SAFE,Closed,"$32,500 ",2/14/2019,4/30/2019,-,-,39,$433 ,$250 ,RegCF,-,-,-,-,Washington
Stella Carakasi,Funded,No Report,-,Apparel & Fashion,StartEngine,"$4,511,532 ",Equity - Preferred,Closed,"$35,250 ",2/13/2019,4/30/2019,-,-,27,$464 ,$500 ,RegCF,-,-,-,-,California
PropertyClub,Funded,No Report,-,Real Estate & Construction,Netcapital,"$5,831,259 ",Equity - Common,Closed,"$12,625 ",2/12/2019,9/16/2019,-,-,-,$58 ,$125 ,RegCF,-,-,-,-,New York
Thumb Butte Distillery,Funded,No Report,-,"Alcohol, Tobacco, & Recreational Drugs",Microventures,"$1,750,000 ",Equity - Preferred,Closed,"$74,358 ",2/12/2019,5/6/2019,-,-,163,$896 ,$101 ,RegCF,-,-,-,-,Arizona
Ironclad Distillery,Funded,No Report,-,"Alcohol, Tobacco, & Recreational Drugs",Microventures,"$2,500,000 ",Equity - Preferred,Closed,"$229,862 ",2/12/2019,4/22/2019,-,-,342,"$3,331 ",$102 ,RegCF,-,-,-,-,Virginia
Cloudastructure,Funded,Top Deal,-,"Business Services, Software, & Applications",Republic,"$7,000,000 ",SAFE,Closed,"$382,730 ",2/11/2019,7/15/2019,-,-,"1,091","$2,485 ",$100 ,RegCF,-,-,-,-,California
WhiteClouds,Funded,No Report,-,"Consumer Products, Goods & Services",Wefunder,"$20,000,000 ",SAFE,Closed,"$183,773 ",2/11/2019,4/26/2019,-,-,110,"$2,483 ","$1,000 ",RegCF,-,-,-,-,Utah
Gimme Radio,Funded,No Report,-,"Media, Entertainment & Publishing",SeedInvest,"$6,000,000 ",Convertible Note,Closed,"$270,601 ",2/9/2019,4/1/2019,-,-,-,"$5,306 ",$500 ,RegCF,-,-,-,-,California
Work Force Coin,Funded,No Report,-,Financial & Insurance Products & Services,StartEngine,"$11,700,000 ",Equity - Tokens,Closed,"$11,335 ",2/8/2019,4/30/2019,-,-,16,$140 ,$100 ,RegCF,-,-,-,-,Utah
FenSens,Funded,No Report,-,"Transportation, Automotive, Aviation, & Aerospace",Microventures,"$7,000,000 ",Convertible Note,Closed,"$43,183 ",2/8/2019,4/8/2019,-,-,126,$732 ,$100 ,RegCF,-,-,-,-,Washington
QwikLeaf,Funded,No Report,1.6,"Alcohol, Tobacco, & Recreational Drugs",Fundanna,"$5,000,000 ",Convertible Note,Closed,"$206,100 ",2/4/2019,3/15/2021,-,-,334,$268 ,$300 ,RegCF,-,-,-,-,California
Buki,Funded,No Report,-,Apparel & Fashion,Republic,"$10,000,000 ",SAFE,Closed,"$61,276 ",2/4/2019,5/29/2019,-,-,244,$538 ,$50 ,RegCF,-,-,-,-,Washington
Sapient,Funded,Top Deal,-,Real Estate & Construction,Republic,"$9,000,000 ",SAFE,Closed,"$1,070,000 ",2/4/2019,4/30/2019,-,-,"1,917","$12,588 ",$50 ,RegCF,-,-,-,-,Pennsylvania
BLUR,Funded,No Report,-,"Media, Entertainment & Publishing",StartEngine,"$20,100,426 ",Equity - Common,Closed,"$12,266 ",2/1/2019,5/2/2019,-,-,29,$136 ,$106 ,RegCF,-,-,-,-,New York
Flagship Fitness,Funded,No Report,-,Fitness & Wellness,Netcapital,"$11,300,000 ",Equity - Common,Closed,"$11,072 ",2/1/2019,4/30/2019,-,-,-,$126 ,$99 ,RegCF,-,-,-,-,Minnesota
enVerid,Funded,No Report,-,"Energy, Power, & Natural Resources",OurCrowd,"$65,327,685 ",Equity - Common,-,-,2/1/2019,3/14/2019,-,-,-,-,"$10,000 ",RegD 506c,-,-,-,-,Massachusetts
James FC Hyde Sorgho Whiskey,Funded,No Report,-,"Alcohol, Tobacco, & Recreational Drugs",Wefunder,"$7,150,000 ",Convertible Note,Closed,"$127,065 ",1/31/2019,4/30/2019,-,-,154,"$1,428 ",$100 ,RegCF,-,-,-,-,Florida
Shark Wheel,Funded,No Report,-,"Consumer Products, Goods & Services",StartEngine,"$25,500,000 ",Equity - Common,Closed,"$534,921 ",1/31/2019,4/30/2019,-,-,525,"$6,010 ",$249 ,RegCF,-,-,-,-,California
Chick'nCone,Funded,No Report,-,"Food, Beverage, & Restaurants",StartEngine,"$20,000,000 ",Equity - Common,Closed,"$58,000 ",1/31/2019,4/2/2019,-,-,158,$951 ,$120 ,RegCF,-,-,-,-,Pennsylvania
"GRIN, a Series of Jason’s Syndicate",Funded,No Report,-,Marketing & Advertising,The Syndicate,-,Equity - Common,-,-,1/31/2019,2/5/2019,-,-,-,-,"$2,000 ",RegD 506b,-,-,-,-,Utah
Tequila Ciudad,Funded,No Report,-,"Alcohol, Tobacco, & Recreational Drugs",Microventures,"$5,000,000 ",Convertible Note,Closed,"$38,641 ",1/30/2019,4/2/2019,-,-,122,$623 ,$100 ,RegCF,-,-,-,-,Utah
Casper,Funded,No Report,-,"Consumer Products, Goods & Services",OurCrowd,"$1,038,000,000 ",Equity - Common,-,-,1/30/2019,2/19/2019,-,-,-,-,"$10,000 ",RegD 506c,-,-,-,-,New York
PenPal Schools,Funded,Deal To Watch,-,"Education, Training, & Coaching",Republic,"$12,000,000 ",SAFE,Closed,"$74,473 ",1/28/2019,4/30/2019,-,-,242,$809 ,$50 ,RegCF,-,-,-,-,Texas
"Marlow, a Series of Jason’s Syndicate",Funded,No Report,-,"Education, Training, & Coaching",The Syndicate,-,Equity - Common,-,-,1/28/2019,1/29/2019,-,-,-,-,"$2,000 ",RegD 506b,-,-,-,-,Utah
Avenify,Funded,No Report,-,Financial & Insurance Products & Services,Self Managed,-,SAFE,Closed,"$98,500 ",1/25/2019,10/1/2019,-,-,-,$396 ,"$1,000 ",RegD 506b,-,-,-,-,Virginia
Fusion Farms,Funded,No Report,-,Farming & Agriculture,StartEngine,"$4,300,000 ",Equity - Common,Closed,"$154,252 ",1/25/2019,7/3/2019,-,-,140,$970 ,$430 ,RegCF,-,-,-,-,Puerto Rico
GURU by MSBAI,Funded,No Report,3.1,"Business Services, Software, & Applications",StartEngine,"$5,984,000 ",Equity - Common,Closed,"$834,305 ",1/24/2019,10/27/2021,-,-,968,$829 ,$200 ,RegCF,-,-,-,-,California
Fretch,Funded,No Report,-,"Food, Beverage, & Restaurants",Republic,"$12,000,000 ",SAFE,Closed,"$96,858 ",1/24/2019,4/30/2019,-,-,260,"$1,009 ",$100 ,RegCF,-,-,-,-,New York
Ample Foods,Funded,Top Deal,-,"Food, Beverage, & Restaurants",Republic,"$15,000,000 ",SAFE,Closed,"$793,149 ",1/24/2019,3/27/2019,-,-,"1,243","$12,793 ",$100 ,RegCF,-,-,-,-,California
Karaganda,Funded,No Report,-,"Media, Entertainment & Publishing",StartEngine,"$100,000 ",Equity - Common,Closed,"$185,300 ",1/23/2019,4/29/2020,-,-,338,$401 ,$100 ,RegCF,-,-,-,-,California
Surf Dog,Funded,No Report,-,"Food, Beverage, & Restaurants",Wefunder,"$1,000,000 ",Equity - Preferred,Closed,"$217,393 ",1/23/2019,3/13/2019,-,-,164,"$4,437 ",$500 ,RegCF,-,-,-,-,Nevada
Innovega,Funded,No Report,-,"Media, Entertainment & Publishing",SeedInvest,-,Debt,-,-,1/22/2019,3/26/2019,-,-,-,-,$1 ,RegD 506c,-,-,-,-,Washington
StartEngine,Funded,Top Deal,-,Financial & Insurance Products & Services,TruCrowd,"$120,000,000 ",Equity - Common,Closed,"$242,227 ",1/22/2019,3/12/2019,-,-,166,"$4,943 ",$502 ,RegCF,-,-,-,-,California
Up Sonder,Funded,Deal To Watch,-,"Logistics, Delivery, & Supply Chain",Republic,"$6,000,000 ",SAFE,Closed,"$360,220 ",1/21/2019,7/31/2019,-,-,"1,376","$1,886 ",$100 ,RegCF,-,-,-,-,California
PhunCoin,Funded,No Report,-,Marketing & Advertising,Republic,-,Other Security Type,Closed,"$175,393 ",1/21/2019,4/30/2019,-,-,388,"$1,772 ",$50 ,RegCF,-,-,-,-,Texas
Fluent Forever,Funded,No Report,-,"Education, Training, & Coaching",Microventures,"$8,500,000 ",Convertible Note,Closed,"$263,834 ",1/21/2019,4/9/2019,-,-,471,"$3,382 ",$100 ,RegCF,-,-,-,-,Illinois
Neura,Funded,No Report,-,"Transportation, Automotive, Aviation, & Aerospace",OurCrowd,"$48,000,000 ",Equity - Common,-,-,1/20/2019,4/18/2019,-,-,-,-,"$10,000 ",RegD 506c,-,-,-,-,California
HunniCo,Funded,No Report,-,"Food, Beverage, & Restaurants",Wefunder,"$3,000,000 ",SAFE,Closed,"$123,852 ",1/18/2019,6/10/2019,-,-,287,$866 ,$100 ,RegCF,-,-,-,-,Washington
Chattanooga Football Club,Funded,Deal To Watch,-,"Media, Entertainment & Publishing",Wefunder,"$2,950,000 ",Equity - Common,Closed,"$880,750 ",1/17/2019,6/1/2019,-,-,"3,288","$6,524 ",$125 ,RegCF,-,-,-,-,Tennessee
Open Box Buy,Funded,No Report,1.4,Retail Shops & Department Stores,StartEngine,"$15,000,000 ",Convertible Note,Closed,"$184,865 ",1/15/2019,12/30/2020,-,-,402,$259 ,$250 ,RegCF,-,-,-,-,Nevada
Trust & Will,Funded,Deal To Watch,-,Financial & Insurance Products & Services,Republic,"$12,000,000 ",SAFE,Closed,"$225,536 ",1/14/2019,4/30/2019,-,-,351,"$2,128 ",$250 ,RegCF,-,-,-,-,California
Element Farms,Funded,No Report,-,Farming & Agriculture,Wefunder,"$1,700,000 ",Convertible Note,Closed,"$360,663 ",1/11/2019,4/5/2019,-,-,360,"$4,294 ",$250 ,RegCF,-,-,-,-,New York
InventoryMeApp,Funded,Underweight,-,Real Estate & Construction,TruCrowd,"$2,600,000 ",Equity - Common,Closed,"$5,000 ",1/11/2019,3/12/2019,-,-,7,$83 ,$500 ,RegCF,-,-,-,-,Florida
Revry,Funded,Deal To Watch,-,"Media, Entertainment & Publishing",SeedInvest,-,Debt,Closed,"$162,840 ",1/11/2019,2/15/2019,-,-,-,"$4,653 ",$500 ,RegCF,-,-,-,-,California
OuroX,Funded,No Report,-,Financial & Insurance Products & Services,StartEngine,"$12,600,000 ",Equity - Common,Closed,"$46,845 ",1/10/2019,4/3/2020,-,-,89,$104 ,$251 ,RegCF,-,-,-,-,Florida
BluCollr,Funded,No Report,-,"Business Services, Software, & Applications",StartEngine,"$2,200,000 ",Equity - Common,Closed,"$57,200 ",1/10/2019,8/2/2019,-,-,80,$280 ,$100 ,RegCF,-,-,-,-,New York
Federation Brewing,Funded,No Report,-,"Alcohol, Tobacco, & Recreational Drugs",Wefunder,-,Debt,Closed,"$120,892 ",1/9/2019,9/30/2019,-,-,97,$458 ,$500 ,RegCF,-,-,-,-,California
Bublish,Funded,No Report,-,"Media, Entertainment & Publishing",StartEngine,"$9,100,000 ",Equity - Common,Closed,"$43,043 ",1/9/2019,7/3/2019,-,-,42,$246 ,$247 ,RegCF,-,-,-,-,South Carolina
Ant Bicycle,Funded,No Report,-,"Consumer Products, Goods & Services",StartEngine,"$40,000,000 ",Convertible Note,Closed,"$12,000 ",1/8/2019,4/9/2019,-,-,19,$132 ,$300 ,RegCF,-,-,-,-,Massachusetts
Mitte,Funded,No Report,-,"Energy, Power, & Natural Resources",Republic,-,Debt,Closed,"$30,000 ",1/8/2019,3/7/2019,-,-,53,$517 ,$100 ,RegCF,-,-,-,-,New York
Lettuce Networks,Funded,No Report,-,"Consumer Products, Goods & Services",StartEngine,"$6,000,000 ",Convertible Note,Closed,"$128,110 ",1/7/2019,12/31/2019,-,-,275,$358 ,$100 ,RegCF,-,-,-,-,Texas
ZenSpace,Funded,Deal To Watch,-,Real Estate & Construction,SeedInvest,"$7,000,000 ",Equity - Preferred,Closed,"$350,170 ",1/4/2019,2/25/2019,-,-,-,"$6,734 ","$1,000 ",RegCF,-,-,-,-,California
CoverUS,Funded,Deal To Watch,-,Healthcare & Pharmaceuticals,Republic,"$8,000,000 ",SAFE,Closed,"$114,936 ",1/2/2019,3/22/2019,-,-,265,"$1,455 ",$100 ,RegCF,-,-,-,-,New York
Solace,Funded,No Report,-,"Consumer Products, Goods & Services",Self Managed,"$3,000,000 ",Equity - Common,-,-,1/1/2019,12/31/2019,-,-,-,-,-,RegD 506c,-,-,-,-,Oregon
HoneyBook,Funded,No Report,-,Financial & Insurance Products & Services,OurCrowd,"$135,000,000 ",Equity - Common,-,-,1/1/2019,2/7/2019,-,-,-,-,"$10,000 ",RegD 506c,-,-,-,-,California
Proctor360,Funded,No Report,-,"Education, Training, & Coaching",StartEngine,"$1,300,000 ",Equity - Common,Closed,"$83,504 ",12/31/2018,7/3/2019,-,-,101,$454 ,$198 ,RegCF,-,-,-,-,Virginia
Lavabit,Funded,Deal To Watch,-,"Security, Cybersecurity, & Defense",Republic,"$10,000,000 ",SAFE,Closed,"$476,382 ",12/31/2018,3/31/2019,-,-,894,"$5,293 ",$50 ,RegCF,-,-,-,-,Texas
URentMe,Funded,No Report,-,"Transportation, Automotive, Aviation, & Aerospace",StartEngine,"$2,300,000 ",Equity - Common,Closed,"$30,235 ",12/28/2018,3/27/2019,-,-,19,$340 ,$460 ,RegCF,-,-,-,-,Nevada
MailTag,Funded,No Report,-,"Business Services, Software, & Applications",Republic,"$2,500,000 ",SAFE,Closed,"$106,626 ",12/28/2018,3/11/2019,-,-,218,"$1,461 ",$50 ,RegCF,-,-,-,-,Arizona
Coinseed,Funded,No Report,-,Financial & Insurance Products & Services,Microventures,"$5,000,000 ",Convertible Note,Closed,"$130,763 ",12/27/2018,3/25/2019,-,-,454,"$1,486 ",$100 ,RegCF,-,-,-,-,Delaware
Trustwire,Funded,Deal To Watch,-,"Business Services, Software, & Applications",Wefunder,"$5,000,000 ",Equity - Preferred,Closed,"$116,112 ",12/26/2018,4/11/2019,-,-,165,"$1,095 ",$100 ,RegCF,-,-,-,-,Maryland
Vreo,Funded,No Report,-,Marketing & Advertising,Republic,-,Debt,Closed,"$152,483 ",12/24/2018,3/1/2019,-,-,263,"$2,276 ",$50 ,RegCF,-,-,-,-,New York
Dig Dates,Funded,Top Deal,-,"Pet Health, Food, and Services",Netcapital,"$4,607,000 ",Equity - Common,Closed,"$24,446 ",12/21/2018,4/30/2019,-,-,-,$188 ,$99 ,RegCF,-,-,-,-,Louisiana
Onedome,Funded,No Report,-,Arts & Crafts,Wefunder,"$22,500,000 ",Equity - Preferred,Closed,"$155,695 ",12/21/2018,4/18/2019,-,-,58,"$1,319 ","$1,111 ",RegCF,-,-,-,-,California
Petit Vour,Funded,No Report,-,Beauty & Personal Care,Wefunder,"$6,000,000 ",SAFE,Closed,"$617,561 ",12/21/2018,4/3/2019,-,-,965,"$5,996 ",$100 ,RegCF,-,-,-,-,Texas
Ella & Oak,Funded,No Report,-,Apparel & Fashion,StartEngine,"$2,500,000 ",Convertible Note,Closed,"$107,000 ",12/21/2018,3/20/2019,-,-,27,"$1,202 ",$600 ,RegCF,-,-,-,-,Oregon
Tacos Patron,Funded,No Report,-,"Food, Beverage, & Restaurants",NextSeed,-,Debt,Closed,"$175,000 ",12/21/2018,2/4/2019,-,-,195,"$3,889 ",$100 ,RegCF,-,-,-,-,Texas
Keezel,Funded,No Report,-,"Security, Cybersecurity, & Defense",StartEngine,"$8,000,000 ",Convertible Note,Closed,"$215,883 ",12/20/2018,1/3/2020,-,-,268,$570 ,$250 ,RegCF,-,-,-,-,California
Solutions Vending International,Funded,No Report,-,Retail Shops & Department Stores,StartEngine,"$9,000,000 ",Equity - Common,Closed,"$1,069,999 ",12/20/2018,4/19/2019,-,-,"2,248","$8,917 ",$252 ,RegCF,-,-,-,-,Ohio
Baby Blues BBQ,Funded,No Report,-,"Food, Beverage, & Restaurants",NextSeed,-,Debt,Closed,"$107,000 ",12/18/2018,2/11/2019,-,-,121,"$1,945 ",$100 ,RegCF,-,-,-,-,California
Wand,Funded,No Report,-,"Consumer Products, Goods & Services",StartEngine,"$8,070,000 ",Equity - Common,Closed,"$78,254 ",12/11/2018,2/3/2020,-,-,192,$187 ,$105 ,RegCF,-,-,-,-,Colorado
Avila's East Restaurant,Funded,No Report,-,"Food, Beverage, & Restaurants",NextSeed,-,Debt,Closed,"$222,100 ",12/11/2018,3/12/2019,-,-,283,"$2,441 ",$100 ,RegCF,-,-,-,-,Texas
Cookie Club of America,Funded,No Report,-,"Food, Beverage, & Restaurants",StartEngine,"$4,100,000 ",Equity - Common,Closed,"$10,654 ",12/11/2018,3/11/2019,-,-,12,$118 ,$200 ,RegCF,-,-,-,-,California
CardBoard Live,Funded,Top Deal,-,"Media, Entertainment & Publishing",Republic,"$9,000,000 ",SAFE,Closed,"$43,450 ",12/10/2018,2/17/2019,-,-,221,$630 ,$10 ,RegCF,-,-,-,-,Virginia
Cool Suppliers,Funded,No Report,-,"Food, Beverage, & Restaurants",Microventures,"$3,000,000 ",Convertible Note,Closed,"$41,412 ",12/7/2018,2/4/2019,-,-,142,$702 ,$100 ,RegCF,-,-,-,-,Florida
Coterie,Funded,No Report,-,"Food, Beverage, & Restaurants",NextSeed,-,Debt,Closed,"$107,000 ",12/7/2018,2/4/2019,-,-,96,"$1,814 ",$100 ,RegCF,-,-,-,-,Texas
VisuWall,Funded,Deal To Watch,-,Marketing & Advertising,Republic,"$5,000,000 ",SAFE,Closed,"$104,818 ",12/5/2018,3/31/2019,-,-,224,$904 ,$250 ,RegCF,-,-,-,-,New York
Sunset,Funded,No Report,-,"Food, Beverage, & Restaurants",NextSeed,-,Debt,Closed,"$150,000 ",12/5/2018,2/4/2019,-,-,193,"$2,459 ",$100 ,RegCF,-,-,-,-,Texas
BumBee Designs,Funded,No Report,-,"Consumer Products, Goods & Services",Netcapital,"$1,700,000 ",Equity - Common,Closed,"$18,130 ",12/4/2018,1/30/2020,-,-,-,$43 ,$99 ,RegCF,-,-,-,-,California
Curtiss Motorcycle,Funded,Top Deal,-,"Transportation, Automotive, Aviation, & Aerospace",Wefunder,"$11,600,000 ",Equity - Common,Closed,"$443,086 ",12/3/2018,7/30/2019,-,-,227,"$1,854 ","$1,000 ",RegCF,-,-,-,-,Alabama
Amnion Life,Funded,Top Deal,-,Healthcare & Pharmaceuticals,Wefunder,"$22,500,000 ",SAFE,Closed,"$281,292 ",12/3/2018,4/16/2019,-,-,185,"$2,099 ",$500 ,RegCF,-,-,-,-,California
skyTran,Funded,No Report,-,"Transportation, Automotive, Aviation, & Aerospace",OurCrowd,"$11,000,000 ",Equity - Common,-,-,12/1/2018,1/24/2019,-,-,-,-,"$10,000 ",RegD 506c,-,-,-,-,California
Charles & Company,Funded,No Report,-,"Food, Beverage, & Restaurants",Netcapital,"$1,207,000 ",Equity - Common,Closed,"$17,265 ",11/29/2018,12/23/2020,-,-,-,$23 ,$99 ,RegCF,-,-,-,-,California
Mercurius Biorefining,Funded,No Report,-,"Energy, Power, & Natural Resources",Netcapital,"$10,032,600 ",Equity - Common,Closed,"$33,047 ",11/29/2018,4/30/2019,-,-,-,$217 ,$99 ,RegCF,-,-,-,-,Washington
Phenomix Sciences,Funded,No Report,-,Healthcare & Pharmaceuticals,Wefunder,"$9,600,000 ",Convertible Note,Closed,"$340,268 ",11/29/2018,3/15/2019,-,-,228,"$3,210 ",$100 ,RegCF,-,-,-,-,New York
The Waffle Bus,Funded,No Report,-,"Food, Beverage, & Restaurants",NextSeed,-,Debt,Closed,"$107,000 ",11/28/2018,2/19/2019,-,-,129,"$1,289 ",$100 ,RegCF,-,-,-,-,Texas
ToGoBOX,Funded,Deal To Watch,-,"Logistics, Delivery, & Supply Chain",StartEngine,"$2,700,000 ",Equity - Common,Closed,"$48,565 ",11/27/2018,3/26/2019,-,-,55,$408 ,$500 ,RegCF,-,-,-,-,Rhode Island
Blendtopia,Funded,No Report,-,"Food, Beverage, & Restaurants",Microventures,"$1,500,000 ",Convertible Note,Closed,"$65,049 ",11/27/2018,1/28/2019,-,-,159,"$1,049 ",$100 ,RegCF,-,-,-,-,Tennessee
"15Five, a Series of Jason’s Syndicate",Funded,No Report,-,"Business Services, Software, & Applications",The Syndicate,-,Equity - Common,-,-,11/27/2018,11/28/2018,-,-,-,-,"$2,000 ",RegD 506b,-,-,-,-,Utah
CaryRx,Funded,Top Deal,-,Healthcare & Pharmaceuticals,Wefunder,"$6,000,000 ",SAFE,Closed,"$158,080 ",11/26/2018,4/20/2019,-,-,187,"$1,090 ",$500 ,RegCF,-,-,-,-,District of Columbia
"WhereByUs, a Series of Jason’s Syndicate",Funded,No Report,-,"Media, Entertainment & Publishing",The Syndicate,-,Equity - Common,-,-,11/26/2018,11/27/2018,-,-,-,-,"$2,000 ",RegD 506b,-,-,-,-,Utah
Persona Network,Funded,No Report,-,"Security, Cybersecurity, & Defense",StartEngine,"$7,700,000 ",Equity - Common,Closed,"$18,750 ",11/20/2018,2/12/2019,-,-,22,$223 ,$150 ,RegCF,-,-,-,-,California
ModVans,Funded,Deal To Watch,-,"Transportation, Automotive, Aviation, & Aerospace",StartEngine,"$13,500,000 ",Equity - Common,Closed,"$1,069,941 ",11/19/2018,6/30/2020,-,-,"3,235","$1,817 ",$101 ,RegCF,-,-,-,-,California
Ola Brew,Funded,No Report,-,"Alcohol, Tobacco, & Recreational Drugs",Wefunder,"$10,000,000 ",Convertible Note,Closed,"$124,756 ",11/19/2018,4/30/2019,-,-,144,$770 ,$100 ,RegCF,-,-,-,-,Hawaii
San Giovanni,Funded,No Report,-,Farming & Agriculture,Wefunder,-,Debt,Closed,"$53,828 ",11/19/2018,4/19/2019,-,-,60,$356 ,$100 ,RegCF,-,-,-,-,California
Jubel,Funded,No Report,-,Travel and Hospitality,Microventures,"$3,000,000 ",Convertible Note,Closed,"$106,992 ",11/16/2018,1/21/2019,-,-,247,"$1,621 ",$100 ,RegCF,-,-,-,-,California
G3C Technologies,Funded,No Report,-,Industrial Services,StartEngine,"$22,000,000 ",Equity - Common,Closed,"$268,080 ",11/15/2018,9/2/2019,-,-,360,$921 ,$540 ,RegCF,-,-,-,-,New Jersey
Habit Carbon Hospitality,Funded,No Report,-,"Food, Beverage, & Restaurants",Wefunder,"$585,000 ",Equity - Preferred,Closed,"$89,000 ",11/15/2018,7/3/2019,-,-,48,$387 ,"$1,000 ",RegCF,-,-,-,-,Colorado
NetObjex,Funded,No Report,-,"Business Services, Software, & Applications",StartEngine,"$11,900,000 ",Equity - Common,Closed,"$25,719 ",11/15/2018,2/13/2019,-,-,30,$286 ,$750 ,RegCF,-,-,-,-,California
Smart Yields,Funded,Deal To Watch,-,Farming & Agriculture,Republic,"$5,000,000 ",Convertible Note,Closed,"$100,531 ",11/13/2018,4/30/2019,-,-,480,$598 ,$100 ,RegCF,-,-,-,-,Hawaii
Advanced Aesthetics Technologies,Funded,No Report,-,Healthcare & Pharmaceuticals,Netcapital,"$19,125,353 ",Equity - Common,Closed,"$81,220 ",11/13/2018,3/15/2019,-,-,-,$666 ,$100 ,RegCF,-,-,-,-,Massachusetts
Caddell Prep,Funded,No Report,-,"Education, Training, & Coaching",StartEngine,"$1,222,276 ",Equity - Common,Closed,"$12,830 ",11/13/2018,2/8/2019,-,-,8,$147 ,$242 ,RegCF,-,-,-,-,New York
"Contentools, a Series of Jason’s Syndicate",Funded,No Report,-,Marketing & Advertising,The Syndicate,-,Equity - Common,-,-,11/13/2018,11/14/2018,-,-,-,-,"$2,000 ",RegD 506b,-,-,-,-,Utah
Boku International,Funded,No Report,-,"Food, Beverage, & Restaurants",StartEngine,"$5,400,000 ",Equity - Common,Closed,"$643,065 ",11/8/2018,4/30/2021,-,-,934,$711 ,$200 ,RegCF,-,-,-,-,California
HEAL Diabetes Clinics,Funded,No Report,-,Healthcare & Pharmaceuticals,StartEngine,"$7,290,000 ",Equity - Common,Closed,"$1,069,972 ",11/8/2018,4/30/2019,-,-,984,"$6,185 ",$480 ,RegCF,-,-,-,-,California
Orthogonal,Funded,Deal To Watch,-,Financial & Insurance Products & Services,Wefunder,"$21,000,000 ",Equity - Preferred,Closed,"$548,270 ",11/8/2018,2/22/2019,-,-,652,"$5,172 ",$500 ,RegCF,-,-,-,-,Hawaii
10Below Ice Cream,Funded,No Report,-,"Food, Beverage, & Restaurants",Wefunder,-,Revenue Share,Closed,"$81,216 ",11/6/2018,4/18/2019,-,-,169,$498 ,$100 ,RegCF,-,-,-,-,New York
Hacker Noon,Funded,Top Deal,-,"Media, Entertainment & Publishing",StartEngine,"$6,404,200 ",Equity - Common,Closed,"$1,069,986 ",11/6/2018,3/4/2019,-,-,"1,190","$9,068 ",$107 ,RegCF,-,-,-,-,Colorado
Ecoventz,Funded,No Report,-,"Energy, Power, & Natural Resources",TruCrowd,"$5,500,000 ",SAFE,Closed,"$18,150 ",11/5/2018,2/25/2022,-,-,10,$15 ,$250 ,RegCF,-,-,-,-,Wyoming
Coppertino,Funded,No Report,-,"Media, Entertainment & Publishing",Wefunder,"$6,000,000 ",SAFE,Closed,"$66,553 ",11/5/2018,4/19/2019,-,-,139,$403 ,$100 ,RegCF,-,-,-,-,Delaware
Neurocarrus,Funded,Deal To Watch,-,Healthcare & Pharmaceuticals,Wefunder,"$7,500,000 ",SAFE,Closed,"$341,682 ",11/5/2018,4/18/2019,-,-,513,"$2,083 ",$100 ,RegCF,-,-,-,-,California
